history_date,temperature,precipitation,humidity
20221101T1800,12.270246,0.0,84.6872
20221101T1900,11.590245,0.0,87.223816
20221101T2000,10.080245,0.0,91.638115
20221101T2100,8.770246,0.0,94.154274
20221101T2200,8.260245,0.0,95.428795
20221101T2300,8.420245,0.0,94.78363
20221102T0000,9.110246,0.0,93.97986
20221102T0100,10.0602455,0.0,92.2616
20221102T0200,10.840245,0.0,90.5825
20221102T0300,10.800245,0.0,89.84634
20221102T0400,10.890245,0.0,90.402756
20221102T0500,10.620245,0.0,91.55222
20221102T0600,10.570246,0.0,92.04582
20221102T0700,11.170245,0.0,89.63442
20221102T0800,12.200245,0.0,86.002144
20221102T0900,13.280245,0.0,80.58831
20221102T1000,13.700245,0.0,81.19027
20221102T1100,14.540245,0.0,75.69233
20221102T1200,15.330245,0.0,69.96483
20221102T1300,15.920245,0.0,66.63565
20221102T1400,16.060246,0.0,66.39689
20221102T1500,15.530245,0.0,71.23845
20221102T1600,13.130245,0.0,82.09965
20221102T1700,10.710245,0.0,90.57238
20221102T1800,9.340245,0.0,92.97205
20221102T1900,8.550245,0.0,94.79012
20221102T2000,7.5502453,0.0,96.5885
20221102T2100,6.8002453,0.0,97.36692
20221102T2200,7.290245,0.0,94.791595
20221102T2300,6.8702455,0.0,94.37533
20221103T0000,6.360245,0.0,94.80892
20221103T0100,5.8202453,0.0,95.91545
20221103T0200,5.5902452,0.0,96.37685
20221103T0300,5.6202455,0.0,96.71628
20221103T0400,5.6402454,0.0,96.04185
20221103T0500,5.7402453,0.0,96.85641
20221103T0600,6.170245,0.0,97.54992
20221103T0700,6.650245,0.0,97.49729
20221103T0800,7.7002454,0.0,95.14029
20221103T0900,9.320246,0.0,91.20824
20221103T1000,10.8102455,0.0,88.39682
20221103T1100,11.880245,0.0,85.909424
20221103T1200,12.350245,0.0,83.67459
20221103T1300,12.610246,0.0,83.53766
20221103T1400,12.770246,0.0,83.44511
20221103T1500,12.650246,0.0,83.937256
20221103T1600,11.830245,0.0,88.72959
20221103T1700,11.470245,0.5,90.87539
20221103T1800,11.190246,0.4,92.149284
20221103T1900,11.070246,2.5,93.642426
20221103T2000,11.370245,2.9,92.16109
20221103T2100,11.850245,1.3,88.314354
20221103T2200,11.220245,0.3,84.735886
20221103T2300,10.8102455,0.5,87.382
20221104T0000,10.580245,0.4,88.015335
20221104T0100,10.370245,0.2,87.755424
20221104T0200,9.900246,0.0,89.09895
20221104T0300,9.630245,0.0,89.196655
20221104T0400,9.220245,0.0,89.83554
20221104T0500,8.3102455,0.0,92.46001
20221104T0600,8.090245,0.0,91.49247
20221104T0700,8.030246,0.0,91.42472
20221104T0800,9.000245,0.0,90.68467
20221104T0900,10.420245,0.0,83.31741
20221104T1000,11.030245,0.1,79.00568
20221104T1100,11.050245,0.2,79.28043
20221104T1200,11.020246,0.4,79.60296
20221104T1300,10.920245,0.3,79.69711
20221104T1400,10.760245,0.7,80.99706
20221104T1500,10.490245,0.3,81.68481
20221104T1600,9.330245,0.2,87.170616
20221104T1700,8.820246,0.0,87.41846
20221104T1800,8.770246,0.0,87.65515
20221104T1900,8.550245,0.2,88.24089
20221104T2000,8.440246,0.0,89.273384
20221104T2100,8.340245,0.1,90.88212
20221104T2200,7.900245,0.0,92.11313
20221104T2300,7.940245,0.0,92.88286
20221105T0000,8.100245,0.0,93.21405
20221105T0100,8.440246,0.0,92.65986
20221105T0200,8.580245,0.0,93.179756
20221105T0300,8.700245,0.0,93.764114
20221105T0400,8.650246,0.0,94.01877
20221105T0500,8.500245,0.2,93.36705
20221105T0600,8.420245,0.1,91.391136
20221105T0700,8.230246,0.0,91.187706
20221105T0800,8.540245,0.0,88.17891
20221105T0900,9.200245,0.0,86.32016
20221105T1000,9.870245,0.0,87.40605
20221105T1100,10.240245,0.0,84.09835
20221105T1200,10.410245,0.0,81.00238
20221105T1300,10.650246,0.0,76.37366
20221105T1400,10.620245,0.0,75.52736
20221105T1500,10.330245,0.0,74.33065
20221105T1600,8.400246,0.0,83.341835
20221105T1700,8.0602455,0.0,84.58616
20221105T1800,6.8302455,0.0,89.12416
20221105T1900,4.960245,0.0,94.79993
20221105T2000,3.3402452,0.0,97.731384
20221105T2100,2.9702454,0.0,98.70106
20221105T2200,4.3202453,0.0,92.10775
20221105T2300,3.5802455,0.0,94.85739
20221106T0000,4.110245,0.0,93.8135
20221106T0100,4.0902452,0.0,92.35319
20221106T0200,3.9102454,0.0,93.20052
20221106T0300,3.6202455,0.0,94.589195
20221106T0400,3.4402456,0.0,96.008125
20221106T0500,3.1402454,0.0,98.143906
20221106T0600,2.8002453,0.0,98.41438
20221106T0700,2.8402452,0.0,97.64397
20221106T0800,3.7002454,0.0,95.74735
20221106T0900,4.7402453,0.0,92.46711
20221106T1000,6.5302453,0.0,84.45277
20221106T1100,7.520245,0.0,80.12209
20221106T1200,8.350245,0.0,77.482506
20221106T1300,8.590245,0.0,77.1431
20221106T1400,8.970245,0.0,75.92042
20221106T1500,8.910245,0.0,77.46848
20221106T1600,8.420245,0.0,82.881035
20221106T1700,7.3302455,0.0,89.60736
20221106T1800,8.210245,0.0,84.36929
20221106T1900,8.980246,0.6,79.066505
20221106T2000,9.300245,0.0,74.608185
20221106T2100,10.340245,0.0,67.39771
20221106T2200,9.340245,0.0,84.27636
20221106T2300,9.3102455,0.0,85.326416
20221107T0000,9.010245,0.0,87.197205
20221107T0100,9.490245,0.0,85.17126
20221107T0200,9.020246,0.0,87.62014
20221107T0300,8.120246,0.0,89.67793
20221107T0400,7.9502454,0.0,91.10291
20221107T0500,7.730245,0.0,91.08563
20221107T0600,7.500245,0.0,91.25741
20221107T0700,7.880245,0.0,90.53123
20221107T0800,9.5602455,0.0,86.3598
20221107T0900,11.340245,0.0,82.19395
20221107T1000,13.410245,0.0,73.32686
20221107T1100,14.800245,0.0,67.94395
20221107T1200,15.690246,0.0,63.977097
20221107T1300,16.380245,0.0,59.80826
20221107T1400,16.290245,0.0,60.112804
20221107T1500,15.130245,0.0,66.46392
20221107T1600,14.160245,0.0,69.539
20221107T1700,9.890245,0.0,87.76783
20221107T1800,8.030246,0.0,94.698784
20221107T1900,7.290245,0.0,97.31532
20221107T2000,6.500245,0.0,98.78691
20221107T2100,6.3402452,0.0,97.75903
20221107T2200,5.8902454,0.0,96.32195
20221107T2300,5.520245,0.0,95.49883
20221108T0000,5.480245,0.0,94.96169
20221108T0100,5.380245,0.0,94.42343
20221108T0200,5.3302455,0.0,93.75781
20221108T0300,5.000245,0.0,93.737076
20221108T0400,4.960245,0.0,93.86714
20221108T0500,5.0902452,0.0,93.54438
20221108T0600,5.520245,0.0,93.04645
20221108T0700,6.270245,0.0,91.41613
20221108T0800,7.6202455,0.0,87.842094
20221108T0900,9.680245,0.0,84.260414
20221108T1000,11.440246,0.0,80.3775
20221108T1100,13.590245,0.0,70.52082
20221108T1200,15.350245,0.0,63.163105
20221108T1300,16.540245,0.0,58.757587
20221108T1400,16.520247,0.0,61.699074
20221108T1500,15.490245,0.0,67.1756
20221108T1600,12.670245,0.0,80.773796
20221108T1700,11.210245,0.0,86.303116
20221108T1800,10.390245,0.0,90.547295
20221108T1900,10.350245,0.0,90.66724
20221108T2000,10.200245,0.0,91.3359
20221108T2100,9.950245,0.0,90.266045
20221108T2200,9.690246,0.0,87.02875
20221108T2300,10.130245,0.0,84.83813
20221109T0000,10.410245,0.2,84.35016
20221109T0100,10.590245,0.3,83.22522
20221109T0200,10.840245,1.2,86.852036
20221109T0300,10.910245,2.0,92.31748
20221109T0400,11.020246,1.3,94.97122
20221109T0500,11.420245,1.1,94.54468
20221109T0600,11.470245,0.8,95.437195
20221109T0700,11.600245,0.3,95.88984
20221109T0800,11.680245,0.0,95.31829
20221109T0900,12.280245,0.0,94.14523
20221109T1000,13.110246,0.0,88.72425
20221109T1100,13.360246,0.5,88.86419
20221109T1200,13.5602455,0.6,89.295135
20221109T1300,13.210245,1.1,91.91208
20221109T1400,12.720245,1.4,94.416916
20221109T1500,12.540245,1.1,95.923874
20221109T1600,12.3102455,0.6,95.97938
20221109T1700,12.160245,0.4,94.95795
20221109T1800,11.930245,0.3,95.96585
20221109T1900,11.690246,0.3,96.535034
20221109T2000,11.510245,0.2,96.78744
20221109T2100,11.350245,0.1,96.71792
20221109T2200,11.340245,0.0,94.47749
20221109T2300,11.210245,0.0,94.85235
20221110T0000,10.240245,0.0,96.55225
20221110T0100,10.240245,0.0,97.205605
20221110T0200,9.490245,0.0,98.84389
20221110T0300,10.130245,0.0,97.79428
20221110T0400,10.030245,0.0,97.7259
20221110T0500,9.580245,0.0,98.245285
20221110T0600,8.670245,0.0,98.56059
20221110T0700,8.950245,0.0,96.31012
20221110T0800,9.380245,0.0,95.02464
20221110T0900,10.3102455,0.0,92.90567
20221110T1000,11.370245,0.0,88.98813
20221110T1100,12.420245,0.0,85.334305
20221110T1200,13.200245,0.0,81.99866
20221110T1300,13.800245,0.0,78.313995
20221110T1400,14.010245,0.0,76.421425
20221110T1500,13.160245,0.0,82.71261
20221110T1600,11.390245,0.0,85.50704
20221110T1700,8.980246,0.0,94.35893
20221110T1800,7.500245,0.0,97.38909
20221110T1900,6.750245,0.0,97.29782
20221110T2000,6.520245,0.0,95.87982
20221110T2100,6.3202453,0.0,95.27107
20221110T2200,5.9302454,0.0,94.91885
20221110T2300,5.6202455,0.0,95.63776
20221111T0000,5.6002455,0.0,95.502716
20221111T0100,5.250245,0.0,95.35128
20221111T0200,4.900245,0.0,95.19906
20221111T0300,5.5502453,0.0,93.114
20221111T0400,5.860245,0.0,92.48275
20221111T0500,6.1202455,0.0,93.41326
20221111T0600,6.110245,0.0,93.67468
20221111T0700,6.3502455,0.0,92.77677
20221111T0800,6.940245,0.0,93.07555
20221111T0900,8.110246,0.0,91.49397
20221111T1000,9.410245,0.0,90.28358
20221111T1100,10.380245,0.0,86.803825
20221111T1200,11.230246,0.0,83.42104
20221111T1300,11.910245,0.0,80.00915
20221111T1400,12.070246,0.0,80.52391
20221111T1500,11.180245,0.0,85.54141
20221111T1600,10.480246,0.0,85.57876
20221111T1700,8.500245,0.0,93.17479
20221111T1800,7.8002453,0.0,94.88308
20221111T1900,7.2002454,0.0,95.512
20221111T2000,6.750245,0.0,94.10628
20221111T2100,6.6402454,0.0,93.446205
20221111T2200,6.2002454,0.0,93.74581
20221111T2300,6.210245,0.0,93.74642
20221112T0000,6.0802455,0.0,93.018745
20221112T0100,6.0502453,0.0,91.784805
20221112T0200,6.170245,0.0,90.70488
20221112T0300,6.1802454,0.0,90.19722
20221112T0400,5.920245,0.0,92.87751
20221112T0500,5.4902453,0.0,92.58664
20221112T0600,5.7402453,0.0,91.37415
20221112T0700,5.520245,0.0,93.11199
20221112T0800,6.3102455,0.0,92.25585
20221112T0900,7.3102455,0.0,91.43314
20221112T1000,7.880245,0.0,90.656784
20221112T1100,8.710245,0.0,87.346664
20221112T1200,9.220245,0.0,84.611626
20221112T1300,9.640245,0.0,84.48797
20221112T1400,9.700245,0.0,86.612686
20221112T1500,9.640245,0.0,88.953636
20221112T1600,9.530245,0.0,86.41592
20221112T1700,7.9702454,0.0,93.78641
20221112T1800,7.6202455,0.0,94.481606
20221112T1900,6.9902453,0.0,95.90046
20221112T2000,6.3102455,0.0,95.80364
20221112T2100,6.1202455,0.0,96.66817
20221112T2200,5.5702453,0.0,94.83316
20221112T2300,5.4502454,0.0,94.22836
20221113T0000,5.230245,0.0,92.568085
20221113T0100,5.2002454,0.0,91.524796
20221113T0200,4.900245,0.0,91.56575
20221113T0300,4.5102453,0.0,91.66484
20221113T0400,4.4902453,0.0,91.9898
20221113T0500,4.6402454,0.0,90.38053
20221113T0600,4.3302455,0.0,90.93478
20221113T0700,4.2902455,0.0,91.974335
20221113T0800,5.2802453,0.0,88.91184
20221113T0900,6.0502453,0.0,88.548935
20221113T1000,6.4502454,0.0,87.289505
20221113T1100,6.900245,0.0,85.51686
20221113T1200,7.1602454,0.0,84.8898
20221113T1300,7.420245,0.0,83.562614
20221113T1400,7.3502455,0.0,84.43805
20221113T1500,7.150245,0.0,89.09204
20221113T1600,7.3702455,0.0,84.44058
20221113T1700,6.0802455,0.0,89.61896
20221113T1800,5.190245,0.0,93.15547
20221113T1900,4.7602453,0.0,95.798904
20221113T2000,4.5902452,0.0,95.926346
20221113T2100,4.6402454,0.0,96.20024
20221113T2200,4.4802456,0.0,93.239494
20221113T2300,4.2002454,0.0,93.885994
20221114T0000,4.1602454,0.0,94.68793
20221114T0100,4.2602453,0.0,94.15707
20221114T0200,4.2902455,0.0,94.35975
20221114T0300,4.610245,0.0,95.183876
20221114T0400,4.6002455,0.0,95.72356
20221114T0500,5.2402453,0.0,94.34887
20221114T0600,6.170245,0.0,92.11644
20221114T0700,7.0102453,0.7,90.1433
20221114T0800,7.8102455,0.5,89.401764
20221114T0900,8.790245,0.2,86.573555
20221114T1000,9.870245,0.0,89.768105
20221114T1100,10.600245,0.0,89.70782
20221114T1200,11.500245,0.0,86.626854
20221114T1300,12.260245,0.0,80.11514
20221114T1400,12.860246,0.0,78.11379
20221114T1500,12.870245,0.0,75.71333
20221114T1600,12.320246,0.0,77.604095
20221114T1700,11.550245,0.0,79.95572
20221114T1800,10.610246,0.0,85.53512
20221114T1900,9.420245,0.0,90.47001
20221114T2000,8.350245,0.0,94.19604
20221114T2100,7.9502454,0.0,95.54612
20221114T2200,8.040245,0.0,93.403336
20221114T2300,8.000245,0.0,93.78816
20221115T0000,7.900245,0.0,93.97663
20221115T0100,8.640245,0.0,90.90583
20221115T0200,9.100245,0.0,88.23374
20221115T0300,9.520246,0.0,87.01088
20221115T0400,9.550245,0.0,87.67374
20221115T0500,9.620245,0.1,88.34456
20221115T0600,9.480246,0.0,89.3055
20221115T0700,9.230246,0.2,91.32644
20221115T0800,9.540245,0.2,89.80135
20221115T0900,9.930245,0.2,89.040825
20221115T1000,10.260245,0.1,90.414024
20221115T1100,10.960245,0.0,89.85961
20221115T1200,11.880245,0.0,86.02552
20221115T1300,12.230246,0.0,83.04011
20221115T1400,12.230246,0.0,83.377594
20221115T1500,11.790245,0.0,85.43631
20221115T1600,11.570246,0.0,85.933624
20221115T1700,10.860246,0.0,88.461494
20221115T1800,10.430245,0.0,89.51073
20221115T1900,9.940246,0.0,91.62813
20221115T2000,9.800245,0.1,92.747826
20221115T2100,9.570246,0.5,94.71102
20221115T2200,9.980246,1.1,95.95752
20221115T2300,9.970245,1.6,96.8045
20221116T0000,9.920245,2.2,96.86836
20221116T0100,10.140245,1.9,95.9637
20221116T0200,10.640245,0.9,94.37974
20221116T0300,10.530245,0.0,93.80248
20221116T0400,9.860246,0.0,94.8537
20221116T0500,9.160245,0.0,94.62628
20221116T0600,9.150246,0.0,94.1105
20221116T0700,9.170245,0.1,94.047356
20221116T0800,9.630245,0.0,93.6253
20221116T0900,11.090245,0.0,88.30322
20221116T1000,12.380245,0.0,81.944046
20221116T1100,13.100245,0.0,76.579834
20221116T1200,13.620245,0.0,72.572716
20221116T1300,13.940246,0.0,69.96896
20221116T1400,14.020246,0.0,68.94427
20221116T1500,12.900246,0.0,75.71851
20221116T1600,12.520246,0.0,72.91066
20221116T1700,10.220245,0.0,83.234375
20221116T1800,9.190246,0.0,87.03597
20221116T1900,7.8002453,0.0,92.55316
20221116T2000,7.2402453,0.0,95.38169
20221116T2100,7.9102454,0.0,93.137825
20221116T2200,8.660245,0.6,91.976616
20221116T2300,8.8102455,0.0,92.93874
20221117T0000,9.330245,0.0,90.46274
20221117T0100,9.900246,0.0,87.22974
20221117T0200,10.5602455,0.0,84.71527
20221117T0300,10.700245,0.2,84.15515
20221117T0400,11.900246,0.2,80.00767
20221117T0500,12.550245,0.1,79.832405
20221117T0600,12.520246,0.0,82.351364
20221117T0700,11.850245,0.0,80.986565
20221117T0800,12.270246,0.0,75.81633
20221117T0900,12.680245,0.0,72.49288
20221117T1000,13.290245,0.0,66.37664
20221117T1100,13.910245,0.0,65.33794
20221117T1200,14.240245,0.0,63.598145
20221117T1300,14.390245,0.0,61.60941
20221117T1400,14.090245,0.3,64.44306
20221117T1500,13.850245,0.0,65.05558
20221117T1600,12.460245,1.0,74.97383
20221117T1700,11.900246,0.2,80.88357
20221117T1800,11.300245,0.1,84.74533
20221117T1900,11.010245,3.4,86.81075
20221117T2000,10.670245,1.9,90.56925
20221117T2100,10.600245,0.4,90.19607
20221117T2200,10.080245,1.0,91.51359
20221117T2300,9.770246,0.4,92.61977
20221118T0000,9.5602455,0.4,93.11253
20221118T0100,9.510245,0.4,90.23002
20221118T0200,9.520246,0.2,87.61054
20221118T0300,9.380245,0.2,87.77718
20221118T0400,8.960245,0.3,89.01352
20221118T0500,8.800245,0.5,90.544044
20221118T0600,8.490246,0.7,91.83803
20221118T0700,8.460245,0.3,92.47015
20221118T0800,8.680245,0.1,91.285034
20221118T0900,9.080245,0.1,88.718895
20221118T1000,9.320246,0.2,86.21454
20221118T1100,9.670245,0.0,87.20598
20221118T1200,9.970245,0.0,85.28612
20221118T1300,9.950245,0.0,82.856224
20221118T1400,9.930245,0.0,79.05164
20221118T1500,9.480246,0.0,79.58673
20221118T1600,8.390245,0.0,82.9348
20221118T1700,7.8402452,0.0,84.617874
20221118T1800,7.690245,0.0,85.49117
20221118T1900,8.050245,0.1,85.35513
20221118T2000,7.6202455,0.0,88.4562
20221118T2100,7.610245,0.0,89.01118
20221118T2200,7.0902452,0.0,93.0206
20221118T2300,7.1002455,0.0,93.86529
20221119T0000,6.5602455,0.0,94.35806
20221119T0100,6.520245,0.0,94.42163
20221119T0200,6.880245,0.0,93.26626
20221119T0300,6.8102455,0.0,92.80798
20221119T0400,6.630245,0.0,93.25023
20221119T0500,6.210245,0.0,93.41901
20221119T0600,6.270245,0.0,93.88129
20221119T0700,6.4102454,0.0,93.88966
20221119T0800,7.290245,0.0,92.45408
20221119T0900,7.880245,0.0,89.718864
20221119T1000,8.440246,0.0,87.98616
20221119T1100,9.160245,0.0,82.75057
20221119T1200,9.550245,0.0,79.37677
20221119T1300,9.790245,0.0,76.54359
20221119T1400,9.670245,0.0,74.20805
20221119T1500,9.270246,0.0,76.66745
20221119T1600,8.380245,0.0,80.93075
20221119T1700,8.190246,0.0,82.44564
20221119T1800,7.750245,0.0,85.140656
20221119T1900,7.7602453,0.0,85.320496
20221119T2000,7.420245,0.0,85.63876
20221119T2100,6.9502454,0.0,88.14272
20221119T2200,6.150245,0.0,91.406685
20221119T2300,5.610245,0.0,92.074905
20221120T0000,5.3402452,0.0,92.18472
20221120T0100,5.3902454,0.0,92.18844
20221120T0200,6.0302453,0.0,91.01254
20221120T0300,6.3702455,0.0,90.40397
20221120T0400,6.460245,0.0,89.653786
20221120T0500,6.3502455,0.0,90.78363
20221120T0600,6.440245,0.0,90.346596
20221120T0700,6.630245,0.1,88.793205
20221120T0800,6.7402453,0.0,88.059586
20221120T0900,7.1002455,0.0,86.20366
20221120T1000,7.690245,0.0,81.91476
20221120T1100,8.470245,0.1,77.014175
20221120T1200,8.660245,0.0,73.86164
20221120T1300,8.970245,0.0,69.71318
20221120T1400,8.830245,0.0,70.27873
20221120T1500,8.270246,0.0,73.83939
20221120T1600,7.250245,0.0,78.89957
20221120T1700,7.2602453,0.4,79.461464
20221120T1800,7.1202455,0.5,77.82255
20221120T1900,6.6602454,0.5,80.615234
20221120T2000,5.790245,0.5,87.65078
20221120T2100,5.920245,0.3,89.47791
20221120T2200,6.3202453,0.0,91.35599
20221120T2300,6.4102454,0.0,89.96444
20221121T0000,6.880245,0.2,87.091
20221121T0100,6.900245,0.2,85.99918
20221121T0200,6.9502454,0.2,86.48954
20221121T0300,6.960245,0.7,87.8971
20221121T0400,7.0502453,0.5,88.39994
20221121T0500,6.900245,0.2,89.38059
20221121T0600,6.7802453,0.6,89.808525
20221121T0700,6.9502454,0.0,89.44774
20221121T0800,7.2202454,0.0,88.29331
20221121T0900,7.8102455,0.0,85.44573
20221121T1000,8.950245,0.0,75.916855
20221121T1100,9.540245,0.0,72.74202
20221121T1200,9.600245,0.0,72.24501
20221121T1300,9.670245,0.0,71.20115
20221121T1400,9.460245,0.0,72.06516
20221121T1500,8.520246,0.0,79.381485
20221121T1600,6.8702455,0.0,84.853836
20221121T1700,7.290245,0.1,83.66293
20221121T1800,7.7002454,0.6,82.667046
20221121T1900,7.1602454,0.4,89.404564
20221121T2000,7.3402452,0.5,88.985695
20221121T2100,7.5702453,0.5,88.14367
20221121T2200,7.0902452,0.4,92.6333
20221121T2300,7.480245,0.6,90.623924
20221122T0000,8.110246,0.6,90.36244
20221122T0100,7.880245,0.7,91.857216
20221122T0200,7.6402454,0.2,90.76304
20221122T0300,7.380245,0.0,89.67431
20221122T0400,6.9902453,0.0,89.264015
20221122T0500,6.7002454,0.0,89.424675
20221122T0600,6.540245,0.0,88.28692
20221122T0700,6.4302454,0.0,86.9192
20221122T0800,6.5102453,0.0,85.59062
20221122T0900,6.8702455,0.0,82.78541
20221122T1000,7.7402453,0.0,78.978966
20221122T1100,8.210245,0.0,75.517395
20221122T1200,8.780245,0.0,70.46773
20221122T1300,8.910245,0.0,69.799286
20221122T1400,8.720245,0.1,71.208
20221122T1500,8.350245,0.3,75.70277
20221122T1600,8.050245,0.3,79.08445
20221122T1700,7.650245,0.2,82.37056
20221122T1800,7.480245,0.0,82.9858
20221122T1900,7.130245,0.1,84.82647
20221122T2000,6.9702454,0.0,85.04553
20221122T2100,6.670245,0.0,85.54949
20221122T2200,6.1202455,0.0,85.48314
20221122T2300,6.2002454,0.0,86.22118
20221123T0000,6.020245,0.0,87.48967
20221123T0100,5.790245,0.0,88.71075
20221123T0200,4.7402453,0.0,92.33604
20221123T0300,3.9602456,0.0,94.60908
20221123T0400,2.9102454,0.0,97.29771
20221123T0500,2.1102452,0.0,98.11047
20221123T0600,1.8802454,0.0,96.48721
20221123T0700,1.7802454,0.0,95.78694
20221123T0800,3.0802455,0.0,90.95733
20221123T0900,5.360245,0.0,84.723495
20221123T1000,7.730245,0.0,76.99484
20221123T1100,8.960245,0.0,71.40838
20221123T1200,9.860246,0.0,66.62817
20221123T1300,10.220245,0.0,62.637257
20221123T1400,10.140245,0.0,62.306778
20221123T1500,9.690246,0.2,64.35951
20221123T1600,8.100245,1.7,82.54857
20221123T1700,8.210245,1.3,89.62385
20221123T1800,8.800245,0.3,90.357376
20221123T1900,8.700245,0.0,89.60528
20221123T2000,8.300245,0.0,89.94218
20221123T2100,8.320246,0.0,90.943275
20221123T2200,8.510245,0.0,90.33335
20221123T2300,8.180245,0.0,90.806625
20221124T0000,8.260245,0.0,88.39589
20221124T0100,8.250245,0.0,89.93787
20221124T0200,8.020246,0.0,90.6682
20221124T0300,8.020246,0.0,90.79378
20221124T0400,8.030246,0.0,90.48094
20221124T0500,8.350245,0.0,88.89549
20221124T0600,8.730246,0.0,87.04734
20221124T0700,8.760245,0.2,86.69011
20221124T0800,8.870245,0.9,87.60486
20221124T0900,9.180245,0.3,88.30223
20221124T1000,9.550245,0.2,89.311714
20221124T1100,10.050245,0.0,84.24818
20221124T1200,10.730246,0.0,78.95886
20221124T1300,11.140245,0.0,74.47945
20221124T1400,11.020246,0.0,73.89295
20221124T1500,10.160245,0.0,80.13271
20221124T1600,7.3902454,0.0,89.73769
20221124T1700,5.0902452,0.0,96.96771
20221124T1800,4.0202456,0.0,99.28939
20221124T1900,4.2502456,0.0,98.874245
20221124T2000,3.8402452,0.0,98.72417
20221124T2100,3.5702453,0.0,98.576904
20221124T2200,3.9302454,0.0,97.19811
20221124T2300,4.3202453,0.0,96.185844
20221125T0000,4.5902452,0.0,95.587746
20221125T0100,4.6602454,0.0,93.981445
20221125T0200,4.690245,0.0,94.316605
20221125T0300,4.610245,0.0,94.646416
20221125T0400,4.6402454,0.0,95.252815
20221125T0500,4.710245,0.0,95.931984
20221125T0600,4.730245,0.0,96.34017
20221125T0700,4.3502455,0.0,97.282646
20221125T0800,5.360245,0.0,93.56172
20221125T0900,6.6402454,0.3,92.926125
20221125T1000,7.9302454,0.0,91.22754
20221125T1100,9.050245,0.0,90.56425
20221125T1200,10.030245,0.0,84.593575
20221125T1300,10.460245,0.0,83.09438
20221125T1400,10.500245,0.0,81.01534
20221125T1500,9.420245,0.0,88.14364
20221125T1600,8.030246,0.0,88.6191
20221125T1700,7.3902454,0.0,91.56647
20221125T1800,6.480245,0.2,93.76288
20221125T1900,6.770245,0.0,93.780396
20221125T2000,6.4302454,0.0,95.409386
20221125T2100,6.420245,0.0,96.34385
20221125T2200,6.000245,0.0,97.069244
20221125T2300,6.0702453,0.0,96.46404
20221126T0000,5.670245,0.0,97.39746
20221126T0100,5.290245,0.0,96.83918
20221126T0200,4.8202453,0.0,97.711716
20221126T0300,4.9902453,0.0,97.71721
20221126T0400,4.3402452,0.0,98.041824
20221126T0500,3.3302455,0.0,98.85145
20221126T0600,3.5902452,0.0,98.43743
20221126T0700,3.9202452,0.0,98.16797
20221126T0800,4.2002454,0.0,99.082886
20221126T0900,4.9502454,0.0,96.62158
20221126T1000,6.110245,0.0,94.530846
20221126T1100,7.0802455,0.0,93.99457
20221126T1200,7.880245,0.0,90.656784
20221126T1300,8.570246,0.0,85.002686
20221126T1400,8.520246,0.0,83.4738
20221126T1500,8.090245,0.0,82.95222
20221126T1600,8.080246,0.0,85.3587
20221126T1700,7.380245,0.0,87.57244
20221126T1800,5.1802454,0.0,93.22059
20221126T1900,3.3402452,0.0,95.72935
20221126T2000,3.1902456,0.0,95.79029
20221126T2100,3.0202456,0.0,95.576065
20221126T2200,3.2402453,0.0,95.382545
20221126T2300,2.8302455,0.0,96.254234
20221127T0000,2.4902453,0.0,95.41072
20221127T0100,2.4502454,0.0,94.99708
20221127T0200,2.1202455,0.0,95.115326
20221127T0300,1.6302454,0.0,95.50174
20221127T0400,1.9402454,0.0,95.44961
20221127T0500,1.8802454,0.0,97.820076
20221127T0600,1.9102454,0.0,98.31617
20221127T0700,2.0702453,0.0,97.686035
20221127T0800,2.5602455,0.0,96.31067
20221127T0900,3.3902454,0.0,91.96956
20221127T1000,4.6802454,0.0,88.472946
20221127T1100,5.7402453,0.0,84.4111
20221127T1200,6.7802453,0.0,79.49758
20221127T1300,7.4502454,0.0,74.26111
20221127T1400,7.4902453,0.0,75.7616
20221127T1500,7.170245,0.0,82.245186
20221127T1600,5.4102454,0.0,90.89702
20221127T1700,5.770245,0.3,90.16105
20221127T1800,5.4502454,0.0,91.48002
20221127T1900,5.2402453,0.0,91.14035
20221127T2000,5.040245,0.0,89.776535
20221127T2100,5.2202454,0.0,87.96388
20221127T2200,4.9702454,0.0,84.6129
20221127T2300,4.8302455,0.0,85.50782
20221128T0000,4.8202453,0.0,86.49014
20221128T0100,4.770245,0.0,86.54614
20221128T0200,4.6602454,0.0,86.78122
20221128T0300,4.8702455,0.0,85.81895
20221128T0400,4.8902454,0.0,86.37486
20221128T0500,4.7802453,0.0,87.72934
20221128T0600,4.5802455,0.0,90.05392
20221128T0700,4.360245,0.0,91.45723
20221128T0800,4.9302454,0.0,91.050125
20221128T0900,6.020245,0.1,87.79918
20221128T1000,6.9302454,0.2,86.85233
20221128T1100,7.8302455,0.2,86.6484
20221128T1200,8.480246,0.1,85.287544
20221128T1300,8.870245,0.1,84.97987
20221128T1400,8.850245,0.1,85.68649
20221128T1500,8.770246,0.1,86.631256
20221128T1600,8.480246,0.1,88.17299
20221128T1700,8.5602455,0.1,86.308754
20221128T1800,8.610246,0.1,88.12487
20221128T1900,8.520246,0.0,91.272865
20221128T2000,8.380245,0.2,94.19766
20221128T2100,8.240246,0.2,94.44944
20221128T2200,7.860245,0.2,94.16907
20221128T2300,7.7002454,0.1,93.83543
20221129T0000,7.5702453,0.0,94.478935
